HISP_label,MIG_label,LANP,PINCP,NP,RNTP,AGEP
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,37000,3,1000,23
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1200,1500,3,1000,22
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,1000,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,60000,2,690,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,690,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,69000,2,850,40
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,471000,2,850,44
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,14300,1,90,67
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",4500,50000,6,750,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",4500,25000,6,750,40
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",4500,0,6,750,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,750,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,750,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,750,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,5,650,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32000,5,650,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,650,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,650,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,650,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,28000,2,1400,24
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,2,1400,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,45000,2,650,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13000,2,650,38
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,21400,1,1100,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,27500,1,750,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,1,710,69
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,36000,2,1500,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,23800,2,1500,24
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,80000,1,1300,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,17000,1,260,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,27000,1,600,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,600,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,600,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,350,2,1000,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24000,2,1000,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,75000,2,1900,46
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,1900,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38700,2,500,51
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,2,500,26
Guatemalan,"Yes, same house (nonmovers)",1200,0,2,650,38
Guatemalan,"Yes, same house (nonmovers)",1200,35000,2,650,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,2,710,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,1900,2,710,21
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1960,60000,1,820,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38000,2,950,49
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14400,2,950,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,28000,1,900,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,2,400,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,2,400,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12100,1,100,65
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,3600,5,700,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12500,5,700,31
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,700,12
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,700,10
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,700,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,185000,1,1300,47
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8300,1,480,58
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38000,5,500,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,43000,5,500,40
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,500,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,500,5
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,500,3
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,3,750,51
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,3,750,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,750,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,4,750,38
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,4,750,38
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,750,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,750,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9200,3,380,86
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2900,3,380,62
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12900,3,380,92
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,99000,1,1000,51
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,6,180,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,34000,6,180,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,180,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,180,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,180,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,6,180,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,1,840,47
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",2430,62000,1,1500,46
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,3,1300,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,80000,3,1300,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,3,1300,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8600,5,320,57
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,250,5,320,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,5,320,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,5,320,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8800,5,320,57
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,114000,1,600,48
Puerto Rican,"Yes, same house (nonmovers)",1200,22400,1,1200,40
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2600,2,500,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,500,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14650,1,300,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,44700,1,500,57
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7200,7,850,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38400,7,850,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,7,850,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,7,850,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,7,850,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,7,850,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,7,850,6
Venezuelan,"No, different house in US or Puerto Rico",1200,25000,2,1400,21
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,2,1400,23
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",2030,100000,3,1600,50
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1970,30000,3,1600,49
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1970,-19999,3,1600,12
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,2000,2,980,21
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,2000,2,980,21
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,53000,1,450,47
Mexican,"Yes, same house (nonmovers)",1200,40000,7,990,53
Mexican,"Yes, same house (nonmovers)",0999,0,7,990,48
Mexican,"Yes, same house (nonmovers)",1200,36000,7,990,26
Mexican,"Yes, same house (nonmovers)",1200,0,7,990,25
Mexican,"Yes, same house (nonmovers)",1200,0,7,990,23
Mexican,"Yes, same house (nonmovers)",0999,-19999,7,990,1
Mexican,"Yes, same house (nonmovers)",1200,0,7,990,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1110,25000,1,580,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,47000,1,720,49
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,24000,4,1200,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24000,4,1200,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",2050,24000,4,1200,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24000,4,1200,23
Mexican,"Yes, same house (nonmovers)",1200,21900,2,420,53
Mexican,"Yes, same house (nonmovers)",1200,0,2,420,15
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,10000,1,650,65
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,21400,3,850,63
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20400,3,850,40
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,850,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,58000,1,1100,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,1,650,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14500,4,450,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,450,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,450,6
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,450,3
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,48000,1,500,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,26000,3,930,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,3,930,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,930,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,92000,2,960,66
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,960,57
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,7700,2,410,80
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,70000,2,410,57
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,46000,2,2000,23
All Other Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,2,2000,27
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,6000,2,1600,19
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,600,2,1600,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,2,900,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32000,2,900,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,31500,1,2800,82
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10400,3,480,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,480,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,480,58
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32000,1,600,53
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,115500,1,1800,47
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12500,3,620,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,3,620,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,620,7
Mexican,"Yes, same house (nonmovers)",0999,180,1,780,21
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",6120,63200,3,690,52
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",6120,0,3,690,49
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",6120,0,3,690,15
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,90000,1,1200,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8400,1,100,69
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14000,1,800,49
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,17800,2,1800,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,1800,15
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,2,1400,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,2,1400,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,1,650,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,6300,3,400,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,26000,3,400,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,3,400,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12000,1,990,22
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,15000,1,520,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,34300,4,680,71
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,680,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,680,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,680,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,42300,1,350,78
Puerto Rican,"Yes, same house (nonmovers)",0999,39000,4,450,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,450,30
Puerto Rican,"Yes, same house (nonmovers)",0999,-19999,4,450,6
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,450,5
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,26400,3,720,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,720,2
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,720,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35400,1,1200,87
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,16500,2,1800,24
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1765,7000,2,1800,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10900,1,180,78
Mexican,"No, different house in US or Puerto Rico",1200,70000,3,1200,33
Mexican,"No, different house in US or Puerto Rico",1200,4800,3,1200,30
Guatemalan,"No, outside US and Puerto Rico",1200,50000,3,1200,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,36000,3,580,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,11000,3,580,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,580,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1200,19200,1,600,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,34000,1,350,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,70000,4,600,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,600,49
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,600,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,1500,4,600,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,4000,2,730,75
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1170,1900,2,730,68
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,55000,2,1300,55
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1110,50000,2,1300,54
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,29800,2,900,55
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,2,900,58
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,28600,2,980,24
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,2800,2,980,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,80000,1,1400,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,2,450,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,450,13
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,300,2,610,20
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,7000,2,610,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,23600,7,680,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,7,680,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,7,680,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,7,680,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,6000,7,680,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,7,680,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,7,680,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12000,1,710,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7100,1,350,38
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,1,450,40
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,83000,3,650,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,650,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,3,650,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9100,1,100,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,45030,3,720,58
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14000,3,720,58
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,3,720,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,70000,3,450,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,450,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,450,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2000,1,580,37
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,910,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,108000,2,910,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24000,3,250,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,250,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,250,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",6500,9600,1,300,73
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,9000,2,400,51
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,8400,2,400,75
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,22910,1,1300,73
Mexican,"Yes, same house (nonmovers)",1200,0,4,800,23
Mexican,"Yes, same house (nonmovers)",1200,50000,4,800,38
Mexican,"Yes, same house (nonmovers)",1200,-19999,4,800,5
Mexican,N/A (less than 1 year old),0999,-19999,4,800,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,23000,1,700,59
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,3,650,32
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,650,14
